timestamp,fruit_id,scan_no,nm410,nm435,nm460,nm485,nm510,nm535,nm560,nm585,nm610,nm645,nm680,nm705,nm730,nm760,nm810,nm860,nm900,nm940,label,diameter_cm,rotasi_buah,jarak_cm,ratio_810_680,ratio_730_680,ratio_860_810,red_edge_slope,ndvi_like
"2026-08-29T14:20:19,415",BOSOK_011,81,14.100346,33.573044,54.679344,0.0,20.258064,15.319499,14.419996,18.080751,18.493925,13.883022,26.342943,15.43144,43.037876,47.347832,52.621944,52.142708,23.848475,23.406904,anomali,8.5,a,3,1.9975719502669271,1.6337529053785274,0.9908926605043971,0.3338986599999999,0.3327934563126195
"2026-08-29T14:21:08,719",BOSOK_011,82,14.929777,34.50563,59.393078,0.0,18.81106,16.015841,11.844997,16.071779,17.338055,10.517442,25.329754,13.763176,43.820381,49.038826,51.824642,50.983978,22.013977,21.606373,anomali,5.5,b,3,2.0459978229564237,1.729995628857813,0.9837784921353645,0.3698125399999999,0.34340084220206424
"2026-08-29T14:21:59,597",BOSOK_011,83,110.314468,160.404541,167.809021,0.0,50.645161,36.209724,12.359997,17.076265,27.740889,13.883022,39.514416,17.516769,93.900818,93.850166,79.730217,75.317245,33.020966,57.616993,anomali,6.0,c,3,2.0177495935281966,2.376368013039086,0.9446510794456913,1.08772804,0.3372545716791655
"2026-08-29T14:22:21,008",BOSOK_011,84,137.68573,195.842758,212.118149,0.0,65.115204,31.335339,12.874997,17.578508,25.429148,14.724418,36.474846,17.516769,115.811012,99.768646,82.919426,78.793427,36.078465,101.730003,anomali,7.0,d,3,2.273331140772701,3.175091685077523,0.9502407493461483,1.5867233200000002,0.38900171115397303
"2026-08-29T14:22:45,788",BOSOK_011,85,20.735802,44.764061,69.763298,0.0,19.534561,16.015841,11.844997,14.56505,15.026314,10.517442,21.276993,12.929045,43.037876,51.575317,54.216549,52.142708,23.848475,26.1077,anomali,7.0,e,3,2.5481290292622507,2.022741454705815,0.9617487528118485,0.43521765999999995,0.4363227736323758
"2026-08-29T14:23:35,693",BOSOK_011,86,12.441481,27.977537,68.820549,0.0,19.534561,18.104862,12.874997,17.076265,17.338055,9.676046,24.316565,13.763176,44.60289,49.884323,56.608456,55.618889,23.848475,22.506638,anomali,5.5,f,3,2.3279781794927943,1.8342587309273612,0.9825189221696982,0.40572650000000005,0.3990346447936485
"2026-08-29T14:23:55,445",BOSOK_011,87,13.270913,29.842707,70.706047,0.0,23.875576,20.193886,21.629995,34.152531,21.961536,18.09,26.342943,20.019165,52.427956,56.6483,66.176079,64.888702,30.574968,27.908232,anomali,6.0,g,3,2.5120979792963984,1.9902080074318167,0.9805460398241423,0.52170026,0.4305399131283604
"2026-08-29T14:24:15,540",BOSOK_011,88,16.588642,40.101135,74.477036,0.0,26.769585,23.675589,17.509996,23.103182,24.273277,15.986511,24.316565,20.436232,59.47052,61.721283,67.770683,64.888702,29.963469,28.808496,anomali,7.0,h,3,2.78701597572849,2.4456783079031483,0.9574743761289262,0.7030791,0.47187981207997315
"2026-08-29T14:25:47,134",BOSOK_012,89,43.9599,81.134857,92.389236,0.0,31.110598,25.764612,14.419996,18.582994,21.961536,11.779534,31.408895,18.350903,81.380707,87.931686,89.297844,82.2696,35.466965,36.01062,anomali,7.0,a,3,2.8430740899754383,2.591007454732981,0.921294256410686,0.99943624,0.4795833661297596
"2026-08-29T14:26:27,313",BOSOK_012,90,73.819458,124.966331,143.297592,0.0,38.345619,27.853634,14.419996,19.587481,23.117407,12.62093,27.356134,18.767967,95.465836,99.768646,90.892448,81.110878,36.68996,48.614338,anomali,6.0,b,3,3.3225606649826087,3.4897402206977706,0.8923829301656689,1.3621940399999999,0.5373113787266067
"2026-08-29T14:27:20,659",BOSOK_012,91,90.408096,148.280945,173.4655,0.0,42.686634,27.157293,13.389997,18.080751,23.117407,12.62093,33.435276,19.185034,95.465836,98.077652,92.487053,79.952148,36.078465,56.716728,anomali,5.5,c,3,2.766151095582074,2.8552420936372425,0.8644684500360876,1.2406111999999998,0.4689539399359473
"2026-08-29T14:27:56,906",BOSOK_012,92,48.107059,83.000031,100.873962,0.0,30.387096,22.979248,13.904997,18.080751,21.961536,11.358837,30.395704,17.099705,78.250679,82.013206,82.122124,72.999786,32.409466,39.611683,anomali,6.0,d,3,2.7017665714317487,2.574398449728801,0.8889173045600592,0.9570995000000002,0.45971750719205967
"2026-08-29T14:28:16,445",BOSOK_012,93,47.27763,88.595535,116.900665,34.730797,29.663593,22.282907,13.904997,17.578508,21.961536,10.938139,31.408895,17.933836,68.078094,72.712746,75.743706,66.047432,28.740471,29.708761,anomali,6.0,e,3,2.41153602776028,2.167477471755223,0.8719856311248315,0.7333839799999998,0.41375390283303504
"2026-08-29T14:28:36,215",BOSOK_012,94,38.983307,78.337105,111.244179,0.0,29.663593,23.675589,15.964996,21.596453,24.273277,12.62093,28.369324,20.436232,75.90316,77.785728,78.932915,66.047432,31.797968,36.01062,anomali,6.0,f,3,2.7823323240510334,2.675535491950569,0.8367538894574096,0.95067672,0.47122582677647323
"2026-08-29T14:29:01,231",BOSOK_012,95,34.836147,63.415752,87.675499,0.0,26.769585,20.890226,15.964996,20.089724,25.429148,13.041628,32.422085,19.185034,69.643105,75.249237,78.135612,66.047432,29.351971,36.01062,anomali,5.5,g,3,2.4099495112823517,2.1480137233574816,0.8452922023197051,0.7444204000000001,0.4134811424770233
"2026-08-29T14:29:17,152",BOSOK_012,96,14.100346,29.842707,54.679344,34.730797,21.705069,16.712181,22.144995,42.690662,24.273277,22.296976,26.342943,20.019165,55.557983,61.721283,79.730217,64.888702,29.963469,26.1077,anomali,6.0,h,3,3.0266241222083186,2.1090263874365185,0.8138532203100337,0.5843008,0.5033061046445579
"2026-08-29T14:30:14,866",BOSOK_013,97,14.100346,30.775291,74.477036,0.0,22.42857,16.712181,18.024996,24.10767,24.273277,15.565813,32.422085,21.687429,53.210464,60.030289,82.919426,63.729973,27.517471,25.207434,anomali,6.5,a,3,2.5574974720171535,1.6411790786499143,0.7685770197472158,0.41576757999999997,0.43780713625234746
"2026-08-29T14:30:39,424",BOSOK_013,98,25.712395,52.224735,86.73275,0.0,28.216589,22.282907,19.569996,28.627857,30.052628,17.248604,34.448463,25.023956,66.513077,72.712746,89.297844,70.682335,30.574968,27.007965,anomali,6.5,b,3,2.59221487117876,1.9307989936157692,0.7915345311657769,0.6412922799999999,0.4432405127661294
"2026-08-29T14:31:01,645",BOSOK_013,99,53.083652,83.93261,105.5877,0.0,34.728111,25.764612,20.084995,27.121128,32.364368,18.510696,39.514416,24.606892,77.468178,83.704201,90.892448,78.793427,34.855465,42.312481,anomali,7.0,c,3,2.300234552312616,1.960503690474967,0.8668863042519984,0.7590752399999999,0.3939825442023862
"2026-08-29T14:31:23,705",BOSOK_013,100,18.247505,39.168552,79.190773,0.0,25.32258,20.193886,20.084995,34.152531,25.429148,25.241859,31.408895,21.687429,57.122997,64.257774,83.716728,70.682335,30.574968,27.908232,anomali,6.0,d,3,2.665381935473395,1.8186879485292466,0.8443035011708171,0.5142820399999999,0.4543543573827733
"2026-08-29T14:31:42,105",BOSOK_013,101,29.030123,41.966305,65.99231,0.0,25.32258,17.408522,22.144995,38.672718,24.273277,26.503952,30.395704,20.853298,59.47052,69.330757,87.703239,72.999786,33.632465,45.013275,anomali,6.5,e,3,2.8853817679689975,1.9565429520754145,0.8323498482935335,0.5814963200000001,0.4852501528950896
"2026-08-29T14:31:59,482",BOSOK_013,102,23.224098,49.426983,83.90451,0.0,28.216589,22.979248,19.569996,34.654774,26.585018,19.352093,26.342943,21.687429,65.730576,73.558243,86.108635,72.999786,32.409466,29.708761,anomali,7.0,f,3,3.2687540762799068,2.4951863217460852,0.8477637291818957,0.7877526599999999,0.5314793064549697
"2026-08-29T14:32:20,005",BOSOK_013,103,53.913086,89.528122,114.072426,0.0,35.451611,26.460953,19.054995,26.618885,28.896757,18.09,36.474846,22.938627,74.33815,79.476723,86.108635,75.317245,34.243965,36.910885,anomali,6.5,g,3,2.360766962315081,2.03806561977928,0.8746769270379298,0.75726608,0.40489782592339457
"2026-08-29T14:32:40,407",BOSOK_013,104,14.100346,31.707876,64.106819,0.0,23.875576,19.497543,19.569996,27.623371,28.896757,18.09,37.488037,22.521561,61.035534,71.021751,87.703239,70.682335,29.963469,26.1077,anomali,6.5,h,3,2.339498747427413,1.6281332020310366,0.8059260723624959,0.47094994,0.40110780553847813
"2026-08-29T14:34:34,165",BOSOK_014,105,6.635457,16.786522,75.419785,0.0,18.81106,13.926817,15.449996,16.574022,26.585018,13.883022,21.276993,15.014374,34.430302,40.583858,60.594967,49.825253,15.898984,13.503983,anomali,8.0,a,3,2.8479089371750335,1.6181932201635727,0.822267050287023,0.2630661799999999,0.48023730221710786
"2026-08-29T14:35:41,161",BOSOK_014,106,7.464889,14.921353,58.450333,0.0,17.364056,13.230476,11.329997,12.556078,18.493925,12.62093,20.263803,15.848506,36.777821,39.738361,55.013851,60.253796,17.121983,14.404248,anomali,8.0,b,3,2.7148814983636105,1.814950670932465,1.0952475413423537,0.33028036000000005,0.46162495159254685
"2026-08-29T14:36:20,077",BOSOK_014,107,7.464889,15.853938,58.450333,0.0,16.640553,12.534136,10.299997,12.053835,18.493925,11.358837,27.356134,15.848506,36.777821,38.892864,47.838131,45.190346,16.510483,13.503983,anomali,8.0,c,3,1.7487161567799905,1.3444080788578976,0.944650963757141,0.18843374000000004,0.27238771834690867
"2026-08-29T14:37:03,981",BOSOK_014,108,7.464889,14.921353,48.080112,0.0,16.640553,15.319499,11.844997,12.556078,19.649796,11.358837,26.342943,16.265572,39.12534,45.656837,56.608456,49.825253,18.34498,15.304514,anomali,8.5,d,3,2.1489032000322816,1.4852298449608137,0.8801731705642756,0.25564794,0.36485833531772793
"2026-08-29T14:37:44,613",BOSOK_014,109,6.635457,12.1236,53.736595,0.0,13.023041,11.837794,12.359997,12.053835,13.870444,9.676046,22.290184,15.43144,32.865288,40.583858,62.189571,48.666527,16.510483,11.703452,anomali,8.5,e,3,2.7899968479412967,1.4744280825909366,0.7825511318366979,0.21150207999999998,0.4722951940029663
"2026-08-29T14:38:23,808",BOSOK_014,110,7.464889,13.988769,65.049561,0.0,18.81106,14.623158,26.264994,22.098696,21.961536,11.779534,28.369324,18.767967,35.995316,41.429352,66.176079,52.142708,19.56798,14.404248,anomali,8.5,f,3,2.332662409346656,1.2688107517786638,0.7879387976524269,0.15251984000000007,0.39987931513927605
"2026-08-29T14:39:01,786",BOSOK_014,111,7.464889,14.921353,66.935059,0.0,18.81106,13.926817,11.844997,13.058321,20.805666,12.62093,28.369324,14.180243,35.212807,38.047367,47.040829,45.190346,16.510483,14.404248,anomali,8.0,g,3,1.6581576782874072,1.241227834252295,0.9606619898935049,0.13686965999999998,0.24759931894060486
"2026-08-29T14:39:40,960",BOSOK_014,112,6.635457,15.853938,65.99231,0.0,20.258064,16.712181,11.329997,12.556078,24.273277,13.041628,25.329754,14.180243,33.647793,37.20187,46.243526,45.190346,15.898984,12.603717,anomali,8.0,h,3,1.82565956792965,1.3283895183547703,0.9772251412608238,0.16636077999999999,0.2922007916640411
"2026-08-29T14:41:05,447",BOSOK_015,113,14.929777,25.179783,53.736595,43.87048,23.152073,17.408522,51.499989,52.735527,28.896757,20.614185,29.382515,30.028748,93.118309,120.060577,141.122482,103.126686,45.250954,30.609028,anomali,6.0,a,3,4.802939230035539,3.1691731394766105,0.7307600974053095,1.27471588,0.6553471300699104
"2026-08-29T14:41:42,853",BOSOK_015,115,14.929777,24.2472,59.393078,0.0,22.42857,18.104862,43.77499,44.699635,27.740889,19.352093,27.356134,26.275154,75.120659,82.013206,116.40612,88.06324,44.027954,30.609028,anomali,6.0,c,3,4.2552093599156375,2.746025134244066,0.7565172040338425,0.9552905000000002,0.6194253173419695
"2026-08-29T14:42:02,757",BOSOK_015,116,17.418074,30.775291,71.648796,0.0,23.875576,21.586567,26.264994,30.134586,24.273277,25.662558,32.422085,24.606892,85.293243,95.541161,121.987236,90.380692,48.919949,48.614338,anomali,6.0,d,3,3.762472351030986,2.6307134995440604,0.7409027989696562,1.05742316,0.5800501201575698
"2026-08-29T14:42:48,271",BOSOK_015,118,18.247505,39.168552,92.389236,0.0,28.216589,22.282907,64.889984,74.331978,32.364368,34.076511,30.395704,28.360485,71.208122,83.704201,109.2304,89.221962,50.754448,44.11301,anomali,6.5,f,3,3.5936119151535646,2.342702724469641,0.8168234651870299,0.8162483600000001,0.5646128345303659
"2026-08-29T14:43:05,440",BOSOK_015,119,15.75921,26.112368,57.507584,0.0,23.152073,16.712181,30.899992,34.152531,23.117407,18.510696,26.342943,20.853298,65.730576,75.249237,92.487053,79.952148,33.632465,29.708761,anomali,6.0,g,3,3.5108840303514945,2.4951863217460852,0.8644684500360876,0.7877526599999999,0.556628011951796
"2026-08-29T14:44:56,207",BOSOK_016,121,14.100346,30.775291,84.84726,0.0,26.769585,20.890226,50.984985,52.735527,32.364368,25.662558,41.540794,33.365276,79.815697,95.541161,128.365646,89.221962,44.639454,33.309826,anomali,6.0,a,3,3.0901098110667284,1.921380650215629,0.6950610060373158,0.7654980600000001,0.5110156324259614
"2026-08-29T14:45:14,790",BOSOK_016,122,21.565233,57.820244,166.866272,0.0,30.387096,23.675589,27.294992,25.112156,24.273277,15.565813,38.501225,29.194616,87.640762,107.37812,114.811516,85.745781,38.52446,34.210091,anomali,6.5,b,3,2.9820216416434433,2.2763104092634947,0.7468394854363315,0.98279074,0.4977426241604654
"2026-08-29T14:45:47,707",BOSOK_016,123,15.75921,36.3708,109.358688,0.0,28.940092,24.371929,32.444992,34.152531,30.052628,21.034883,43.567177,30.862881,79.815697,94.695663,114.811516,86.90451,40.970459,33.309826,anomali,6.5,c,3,2.6352749375349847,1.8320140109114686,0.7569319303359838,0.7249704,0.4498353481275825
"2026-08-29T14:46:22,532",BOSOK_016,124,19.076937,46.62923,122.557152,0.0,29.663593,26.460953,22.144995,24.10767,28.896757,16.827906,42.553986,28.360485,81.380707,98.077652,113.216911,91.539421,32.409466,28.808496,anomali,6.0,d,3,2.660547108196372,1.912410458467872,0.8085312706923024,0.77653442,0.4536336493180977
"2026-08-29T14:47:01,767",BOSOK_016,125,35.665581,75.539352,180.064728,0.0,40.516129,34.120701,21.114994,22.098696,30.052628,16.407209,35.461655,27.109287,82.163216,96.386658,106.838493,88.06324,33.020966,37.811153,anomali,6.5,e,3,3.012788401221431,2.316958777880283,0.8242650123991347,0.93403122,0.5015935259889169
"2026-08-29T14:47:34,889",BOSOK_016,126,34.836147,61.550583,138.583847,0.0,43.410137,28.549974,21.114994,33.650288,34.676109,58.897671,35.461655,27.526352,93.118309,94.695663,105.243889,90.380692,67.264931,91.82708,anomali,6.0,f,3,2.9678214206806133,2.625886545372305,0.8587736948058148,1.15313308,0.49594512807930796
"2026-08-29T14:48:21,987",BOSOK_016,127,21.565233,45.696644,110.30143,0.0,30.387096,27.853634,19.569996,22.600939,31.208498,16.827906,36.474846,27.943419,80.598206,91.313675,105.243889,90.380692,35.466965,33.309826,anomali,6.0,g,3,2.885381891569359,2.209692232917931,0.8587736948058148,0.8824672000000001,0.4852501551576681
"2026-08-29T14:48:40,144",BOSOK_016,128,15.75921,29.842707,80.133522,0.0,27.493086,22.979248,62.314983,68.305061,35.831982,32.814419,44.580368,37.11887,82.945724,95.541161,129.162949,98.491776,43.416454,35.110355,anomali,6.5,h,3,2.8973049308823713,1.8605881717736892,0.7625388637929857,0.76730712,0.4868249184614728
"2026-08-29T14:50:38,699",BOSOK_017,129,9.953185,17.719107,45.251869,0.0,16.640553,13.926817,15.449996,16.574022,19.649796,11.779534,25.329754,15.848506,39.12534,45.656837,55.811153,53.301434,21.402477,18.905577,anomali,8.0,a,3,2.2033822739130136,1.5446389472874678,0.9550317738406562,0.27591172,0.37566002612467386
"2026-08-29T14:51:28,196",BOSOK_017,130,8.294321,16.786522,52.79385,0.0,14.470046,13.926817,10.299997,11.551591,13.870444,9.676046,20.263803,11.677847,34.430302,43.120346,51.02734,50.983978,17.121983,14.404248,anomali,7.5,b,3,2.5181509521431136,1.6991028292651535,0.9991500244476735,0.28332998,0.43151970062821116
"2026-08-29T14:51:44,544",BOSOK_017,131,13.270913,30.775291,82.961761,43.87048,20.981565,18.104862,23.174994,20.089724,17.338055,11.779534,24.316565,15.014374,48.515423,58.339294,62.986874,61.412521,23.848475,20.706106,anomali,8.0,c,3,2.590285597375453,1.9951585698232583,0.9750049073708742,0.48397715999999996,0.44294136649744503
"2026-08-29T14:52:01,819",BOSOK_017,132,10.782617,27.044952,70.706047,0.0,19.534561,16.712181,13.389997,15.569536,18.493925,11.779534,23.303373,15.848506,48.515423,55.802803,63.784176,61.412521,24.459974,20.706106,anomali,8.0,d,3,2.7371208721068525,2.0819047174395235,0.9628173509966874,0.5042409999999999,0.46482877077769513
"2026-08-29T14:52:27,243",BOSOK_017,133,9.953185,18.651691,51.851101,37.472702,15.91705,14.623158,10.814998,14.062807,15.026314,11.779534,21.276993,13.34611,42.255367,50.72982,57.405758,55.618889,21.402477,19.805841,anomali,7.5,e,3,2.698018983218642,1.9859642356585652,0.9688728317335638,0.41956748,0.45917002073681684
"2026-08-29T14:52:46,041",BOSOK_017,134,8.294321,15.853938,49.965607,0.0,14.470046,13.230476,11.844997,14.062807,13.870444,10.938139,19.250612,12.094913,35.995316,43.120346,51.02734,49.825253,19.56798,18.00531,anomali,8.0,f,3,2.650685260974944,1.8698261282154935,0.9764421040873177,0.33489408000000004,0.4521577902330179
"2026-08-29T14:53:03,804",BOSOK_017,135,10.782617,18.651691,54.679344,0.0,19.534561,18.104862,23.689995,29.632343,20.805666,15.145116,19.250612,17.516769,49.297932,55.802803,62.986874,61.412521,24.459974,21.606373,anomali,8.0,g,3,3.271939680702265,2.56084878711971,0.9750049073708742,0.6009464000000001,0.5318287171584114
"2026-08-29T14:53:16,346",BOSOK_017,136,9.123753,17.719107,67.877808,0.0,18.087557,14.623158,15.964996,19.587481,25.429148,14.30372,33.435276,22.104496,50.080437,54.957306,68.567986,63.729973,23.848475,18.905577,anomali,8.0,h,3,2.0507671446267874,1.4978318713947891,0.9294419658990762,0.33290322000000006,0.34442728464631994
"2026-08-29T14:54:54,733",BOSOK_018,138,9.123753,17.719107,55.622089,63.063816,13.023041,8.356091,6.179998,8.538133,9.246963,10.096744,18.237423,9.592517,29.73526,35.510876,40.662411,41.714165,17.121983,16.204779,anomali,10.0,b,3,2.229612632435716,1.6304520488163001,1.0258652577523606,0.22995674000000002,0.38073085558596725
"2026-08-29T14:55:10,886",BOSOK_018,139,10.782617,20.516861,65.08849561,0.0,15.193548,11.141454,6.694998,9.040376,9.246963,10.517442,15.197852,11.677847,36.777821,46.502335,51.02734,52.142708,19.56798,18.00531,anomali,10.0,c,3,3.35753410578409,2.4199338696456123,1.0218580427946973,0.4315993800000001,0.5410249711280609
"2026-08-29T14:55:29,971",BOSOK_018,140,45.618763,56.887661,119.728905,0.0,68.732719,59.188972,7.724998,10.547105,15.026314,12.200233,18.237423,10.009583,36.777821,38.892864,41.459713,41.714165,19.56798,18.00531,anomali,10.0,d,3,2.2733305175130734,2.0166117128435785,1.0061370887596137,0.37080796000000005,0.3890016785727076
"2026-08-29T14:55:55,712",BOSOK_018,142,9.123753,16.786522,58.450333,0.0,14.470046,9.052431,7.724998,10.044862,12.714574,11.779534,18.237423,10.426649,32.865288,35.510876,43.85162,41.714165,17.733482,16.204779,anomali,10.0,f,3,2.4044842275774228,1.80207861490156,0.9512568860040095,0.2925573,0.41253966299018924
"2026-08-29T14:56:11,230",BOSOK_018,143,9.953185,18.651691,59.393078,0.0,14.470046,9.748772,6.694998,9.040376,9.246963,10.938139,12.158282,9.592517,29.73526,36.356373,41.459713,44.03162,17.121983,16.204779,anomali,10.0,g,3,3.409994841380681,2.4456774027141313,1.0620336271904178,0.35153956000000003,0.5464849167737591
"2026-08-29T14:56:25,229",BOSOK_018,144,9.953185,21.449446,53.736595,0.0,16.640553,11.837794,7.724998,10.547105,12.714574,12.200233,12.158282,9.175451,30.517767,33.819881,41.459713,37.079258,17.121983,16.204779,anomali,10.0,h,3,3.409994841380681,2.510037347351092,0.8943440842573888,0.3671897,0.5464849167737591
"2026-08-29T14:57:45,509",BOSOK_019,146,14.929777,27.977537,76.38862534,0.0,20.258064,15.319499,10.299997,14.56505,15.026314,16.407209,34.448463,16.682638,46.950409,51.575317,57.405758,57.93634,25.682974,28.808496,anomali,8.0,b,3,1.6664238789336177,1.3629169861897799,1.009242485877029,0.25003892000000005,0.24993181860071315
"2026-08-29T14:57:59,900",BOSOK_019,147,19.076937,26.112368,69.763298,0.0,27.493086,22.282907,27.294992,26.116642,30.052628,25.241859,46.606747,23.772758,49.297932,56.6483,73.351799,69.523605,28.740471,28.808496,anomali,8.0,c,3,1.573844732427961,1.057742163866926,0.9478103668854302,0.053823700000000085,0.22295243367217593
"2026-08-29T14:58:17,299",BOSOK_019,148,13.270913,25.179783,60.335827,0.0,20.258064,16.712181,13.904997,18.080751,24.273277,20.193487,27.356134,20.853298,47.732918,55.802803,63.784176,61.412521,26.905972,26.1077,anomali,8.0,d,3,2.3316215911131337,1.7448701103488853,0.9628173509966874,0.40753567999999996,0.39969183781667655
"2026-08-29T14:58:30,705",BOSOK_019,149,14.929777,27.044952,66.935059,0.0,24.599077,16.712181,27.809994,56.753471,41.611332,57.635578,26.342943,52.550308,72.773132,64.257774,78.135612,63.729973,77.04892,77.422836,anomali,8.0,e,3,2.966091614710013,2.762527496442787,0.8156327596649836,0.92860378,0.49572530978004903
"2026-08-29T14:58:41,442",BOSOK_019,150,13.270913,27.044952,72.591545,0.0,20.981565,17.408522,14.934997,20.591967,20.805666,19.352093,21.276993,17.933836,47.732918,60.030289,68.567986,66.047432,28.128971,25.207434,anomali,8.0,f,3,3.2226336575691605,2.243404205000112,0.9632399348524053,0.5291184999999999,0.5263620545381779
"2026-08-29T14:58:57,151",BOSOK_019,151,16.588642,35.438213,97.102974,0.0,23.875576,20.193886,11.844997,15.067293,21.961536,16.407209,26.342943,18.767967,57.122997,71.021751,77.33831,78.793427,27.517471,26.1077,anomali,8.0,g,3,2.9358253799412695,2.1684355964192776,1.0188148255612481,0.6156010799999999,0.49184747103244675
"2026-08-29T14:59:07,320",BOSOK_019,152,14.929777,28.910122,82.961761,0.0,23.152073,16.712181,12.359997,17.578508,21.961536,18.931395,31.408895,19.6021,45.385395,58.339294,68.567986,70.682335,27.517471,26.1077,anomali,8.0,h,3,2.183074704450856,1.4449849493320446,1.030835653998113,0.27953000000000006,0.371676800791895
"2026-08-29T15:00:15,638",BOSOK_020,153,22.394667,43.831474,102.759453,0.0,26.769585,20.193886,33.474991,37.668232,28.896757,17.669302,36.474846,24.606892,67.295586,82.013206,100.460075,86.90451,34.855465,33.309826,anomali,6.0,a,3,2.7542281455477164,1.8449856525821513,0.8650650653938825,0.6164148,0.46726739870340317
"2026-08-29T15:00:34,919",BOSOK_020,154,18.247505,34.50563,83.9880451,0.0,26.046082,20.890226,57.679985,69.81179,35.831982,31.552324,35.461655,24.189825,67.295586,82.013206,99.662773,86.90451,37.91296,32.409557,anomali,6.0,b,3,2.81043693238882,1.8976995581002751,0.8719855836255345,0.63667862,0.47512588359479435
"2026-08-29T15:00:48,968",BOSOK_020,155,25.712395,46.62923,104.644951,0.0,28.940092,22.979248,32.959991,39.174961,30.052628,19.772791,37.488037,23.772758,72.773132,87.931686,99.662773,89.221962,35.466965,36.910885,anomali,6.0,c,3,2.658521341482526,1.9412356157150572,0.8952385164680782,0.7057019000000001,0.4533311284613537
"2026-08-29T15:01:06,292",BOSOK_020,156,25.712395,52.224735,117.843414,43.87048,27.493086,22.282907,28.324993,33.148045,26.585018,16.827906,35.461655,21.270363,68.860603,83.704201,92.487053,83.428329,33.020966,32.409557,anomali,6.0,d,3,2.608085463556209,1.9418322010542932,0.9020540418717805,0.6679789599999999,0.44568948318810037
"2026-08-29T15:01:51,148",BOSOK_020,157,22.394667,41.966305,93.331985,0.0,26.046082,22.282907,23.174994,27.623371,28.896757,15.986511,37.488037,24.189825,74.33815,89.622681,99.662773,90.380692,35.466965,33.309826,anomali,6.0,e,3,2.658521341482526,1.9829827358037615,0.9068650230246931,0.73700226,0.4533311284613537
"2026-08-29T15:02:07,538",BOSOK_020,158,24.05353,43.831474,98.988464,0.0,27.493086,22.979248,27.809994,32.645802,26.585018,17.669302,35.461655,22.104496,68.860603,83.704201,92.487053,85.745781,33.020966,30.609028,anomali,6.0,f,3,2.608085463556209,1.9418322010542932,0.9271110814709295,0.6679789599999999,0.44568948318810037
"2026-08-29T15:02:16,969",BOSOK_020,159,29.859554,55.022491,111.244179,0.0,28.940092,23.675589,19.054995,24.609913,28.896757,15.565813,37.488037,22.938627,73.555641,88.777184,94.081657,89.221962,34.243965,33.309826,anomali,6.0,g,3,2.5096441273667844,1.9621091757594091,0.9483458876212302,0.72135208,0.4301417292844256
"2026-08-29T15:02:28,768",BOSOK_020,160,24.05353,45.696644,93.331985,0.0,24.599077,20.890226,15.964996,19.587481,24.273277,13.462325,36.474846,22.104496,67.295586,76.940231,86.108635,79.952148,29.963469,27.007965,anomali,6.0,h,3,2.360766962315081,1.8449856525821513,0.9285031485514605,0.6164148,0.40489782592339457
"2026-08-29T15:04:12,693",BOSOK_021,161,12.441481,29.842707,83.90451,0.0,24.599077,15.319499,21.629995,23.605425,16.182184,19.352093,19.250612,30.445814,43.820381,51.575317,69.365288,56.777615,43.416454,27.007965,anomali,8.5,a,3,3.603275156511826,2.276309877156177,0.8185305424623129,0.49139537999999994,0.5655268450101115
"2026-08-29T15:04:37,632",BOSOK_021,162,16.588642,60.617996,204.576157,0.0,37.62212,55.707268,11.329997,14.062807,17.338055,15.986511,31.408895,15.43144,53.210464,65.103271,62.986874,64.888702,24.459974,26.1077,anomali,8.5,b,3,2.00538267730123,1.6941203139682839,1.030193873378464,0.43603138,0.33452744746139546
"2026-08-29T15:05:06,408",BOSOK_021,163,29.030123,60.617996,137.641098,0.0,28.216589,22.979248,12.359997,15.067293,18.493925,11.358837,35.461655,17.099705,75.90316,77.785728,76.541008,71.841064,31.186468,41.412212,anomali,8.5,c,3,2.1584155171507033,2.1404285444577966,0.9385956167972576,0.8088301,0.366771184112722
"2026-08-29T15:06:02,634",BOSOK_021,164,15.75921,31.707876,86.73275,0.0,19.534561,16.712181,10.814998,12.556078,16.182184,9.676046,26.342943,13.763176,51.645451,56.6483,57.405758,57.93634,21.402477,27.007965,anomali,8.5,d,3,2.179169434801026,1.9605034788620699,1.009242485877029,0.50605016,0.3709049921974321
"2026-08-29T15:06:27,520",BOSOK_021,165,21.565233,33.573044,73.534286,0.0,22.42857,16.712181,15.449996,18.080751,18.493925,11.358837,27.356134,15.848506,57.122997,55.802803,64.581474,61.412521,23.848475,31.509293,anomali,8.5,e,3,2.3607667074716376,2.088123128756743,0.9509307807172718,0.59533726,0.4048978079897611
"2026-08-29T15:06:54,649",BOSOK_021,166,24.882961,42.898891,93.331985,0.0,26.046082,18.801203,13.904997,16.574022,18.493925,10.938139,26.342943,15.848506,62.600548,61.721283,65.378777,63.729973,25.682974,36.01062,anomali,9.0,f,3,2.481831744527654,2.376367903780567,0.9747805966482675,0.7251521,0.4255898138859787
"2026-08-29T15:07:42,533",BOSOK_021,167,30.688986,52.224735,114.072426,0.0,31.834101,24.371929,11.844997,14.56505,17.338055,12.62093,21.276993,15.014374,75.120659,66.794266,69.365288,64.888702,34.855465,55.816463,anomali,8.5,g,3,3.2601061343084834,3.530603393720441,0.9354634647428457,1.07687332,0.5305282387445391
